id,parent_id,parent_name,name
447,226,"""Частный корреспондент"" - новости",06028 Три года русского авангарда 
448,226,"""Частный корреспондент"" - новости",21920 Виктору Буту впервые разрешили свидание с семьёй в тюрьме США
449,1,"""Частный корреспондент""",17594 Дружба народов
450,1,"""Частный корреспондент""",21454 Искусство без границ
451,1,"""Частный корреспондент""",11604 Искусство сна
452,1,"""Частный корреспондент""",06355 Анатомия демократии
453,1,"""Частный корреспондент""",09607 Алексей Иванов. Бестселлер как чудо
454,56,Викиновости,Умер бывший президент Германии Йоханнес Рау
455,56,Викиновости,Microsoft согласилась открыть некоторые коды интерфейса Windows
456,56,Викиновости,Четыре претендента на пост президента Белоруссии
457,56,Викиновости,Бизнес обеспечил рост налоговых поступлений на Кипре
458,56,Викиновости,Возможная атака вируса Nyxem
459,1651,Другое,Большая пресс-конференция Президента России
460,56,Викиновости,Миллионы британцев платят налоги по неправильной ставке
461,56,Викиновости,Гелий-3
462,56,Викиновости,Налоговая реформа в Новой Зеландии планируется на 2008 год
463,56,Викиновости,Второй выход в космос космонавтов Токарева и Макартура
464,1,"""Частный корреспондент""",14768 Апокалипсис-2012 отменяется. Будем жить
465,1,"""Частный корреспондент""",06648 Есть контакт? Нет контакта
466,226,"""Частный корреспондент"" - новости",14948 Восточные сказки продолжаются
467,226,"""Частный корреспондент"" - новости",Батька в Прагу не поедет
468,1,"""Частный корреспондент""",03870 Бегство от географии
469,226,"""Частный корреспондент"" - новости",20433 У Сколкова появится своя конституция
470,1,"""Частный корреспондент""",13812 Волхвы пришли. Младенец крепко спал…
471,1,"""Частный корреспондент""",02033 Скромное очарование злодея
472,226,"""Частный корреспондент"" - новости",06367 ЕГЭ — в законе
473,1,"""Частный корреспондент""",03835 Андроид. Памятник гниющей плоти
474,226,"""Частный корреспондент"" - новости",10993 Facebook теперь и на латыни
475,226,"""Частный корреспондент"" - новости",18221 Корпорация Philips подала заявку на сотрудничество с инноградом Сколково
476,226,"""Частный корреспондент"" - новости",11698 Не забудьте перевести часы!
477,226,"""Частный корреспондент"" - новости",Закупай «ЖЖетоны»
478,226,"""Частный корреспондент"" - новости",16897 В иннограде в Сколково будет действовать особый правовой и налоговый режим
479,226,"""Частный корреспондент"" - новости",Увидеть мысль
480,56,Викиновости,В России будут производить «Фольксвагены»
481,56,Викиновости,Цена продуктовой корзины в России
482,56,Викиновости,Морозы в Сибири
483,56,Викиновости,Вейк-ан-Зее 2006
484,226,"""Частный корреспондент"" - новости",14879 OpenOffice теснит конкурента от Microsoft
485,226,"""Частный корреспондент"" - новости",20823 Геодезисты не видели экологов
486,226,"""Частный корреспондент"" - новости",13316 Эксперименты с ЕГЭ продолжаются
487,226,"""Частный корреспондент"" - новости",08358 Самая здоровая пища в мире
488,226,"""Частный корреспондент"" - новости",Apple перенесла мировые продажи своего планшета на месяц
489,226,"""Частный корреспондент"" - новости",17323 Комендантского часа не будет
490,226,"""Частный корреспондент"" - новости",22422 В России начали выдавать новые водительские удостоверения
491,226,"""Частный корреспондент"" - новости","16086 В Россию вернутся ""Боржоми"", грузинское вино и ""ножки Буша"""
492,1,"""Частный корреспондент""",19710 Амплитуда колебания
493,226,"""Частный корреспондент"" - новости",10113 Убить рабочее время
494,226,"""Частный корреспондент"" - новости","Не хочется, а надо"
495,1,"""Частный корреспондент""",01056 А нам всё равно!
496,226,"""Частный корреспондент"" - новости",24377 Землю накрыло мощнейшей магнитной бурей
497,226,"""Частный корреспондент"" - новости",19054 Тепловой удар сделает столичных медиков безработными?
498,226,"""Частный корреспондент"" - новости",20992 На свободу с Нобелевской премией
499,226,"""Частный корреспондент"" - новости",18607 Палестинцев заставят принести «клятву верности еврейскому и демократическому государству»
500,226,"""Частный корреспондент"" - новости",20784 Президентом Бразилии впервые в истории страны стала женщина
501,56,Викиновости,Астероид Штейнс
502,56,Викиновости,«Волга» Путина стала экспонатом нового музея
503,56,Викиновости,Москвичи дождались первой нормальной велодорожки
504,56,Викиновости,Дюссельдорф становится всё более русским
505,226,"""Частный корреспондент"" - новости",19439 Минувшей ночью произошёл очередной сбой в работе Gmail
506,226,"""Частный корреспондент"" - новости",18025 Сколково растиражируют
507,226,"""Частный корреспондент"" - новости","23874 В президенты я б пошёл, пусть меня научат!"
508,226,"""Частный корреспондент"" - новости",21044 СМИ выяснили детали готовящегося послания Дмитрия Медведева
509,226,"""Частный корреспондент"" - новости",21429 Депутаты хотят штрафовать россиян за азартные игры
510,226,"""Частный корреспондент"" - новости",21113 НАТО уходит из Афганистана
511,184,Блоги,fat-crocodile.livejournal.com
512,226,"""Частный корреспондент"" - новости",14534 За руль лучше не садиться
513,184,Блоги,0000676 Как сложно придумать имя!
514,226,"""Частный корреспондент"" - новости",ХАМАС сорвал учения
515,184,Блоги,0000996 О музыке
516,226,"""Частный корреспондент"" - новости","Новая истерика лидера ""не банановой республики"""
517,184,Блоги,0001290 Александру Дольскому посвящается :)
518,184,Блоги,0001764 У меня в квартире газ. А у вас?
519,184,Блоги,0001822 Мастер-класс Тьерри и Тима
520,226,"""Частный корреспондент"" - новости",Бредовая идея
521,184,Блоги,0002107 Пробило на стихи ;)
522,226,"""Частный корреспондент"" - новости",12933 Профсоюз для ЖЖ
523,226,"""Частный корреспондент"" - новости",13304 National Geographic Adventure ушёл в Сеть
524,226,"""Частный корреспондент"" - новости",14563 Критерии красоты
525,226,"""Частный корреспондент"" - новости",19150 В Тихом океане трясёт
538,56,Викиновости,Жара в Европе
539,1,"""Частный корреспондент""",12617 Антон Носик: «Не нужно маскироваться под жёлтую прессу»
540,226,"""Частный корреспондент"" - новости",16755 Ценный кадр
541,226,"""Частный корреспондент"" - новости",23923 Обвинение против Стросс-Кана разваливается
542,226,"""Частный корреспондент"" - новости",21869 Губернатору Подмосковья прочат скорую отставку
543,226,"""Частный корреспондент"" - новости","13413 Ой, а ему уж 60!"
544,184,Блоги,yantayga.livejournal.com
545,226,"""Частный корреспондент"" - новости",15403 Дилма вместо Лулу
546,226,"""Частный корреспондент"" - новости","21031 Почта, которая объединит в себе всё"
547,226,"""Частный корреспондент"" - новости",21194 Президент отказался уволнять губернатора Краснодарского края
548,226,"""Частный корреспондент"" - новости",17193 Обама запретил бурить
549,226,"""Частный корреспондент"" - новости",24534 Евро снова поднялся выше 42 рублей
550,226,"""Частный корреспондент"" - новости",08395 Театр Пины Бауш впервые выступит в Москве после смерти своей основательницы
551,226,"""Частный корреспондент"" - новости","19452 Facebook на главной странице ""Яндекса"""
552,1,"""Частный корреспондент""","15449 ""А Ленин что, не является классиком?"""
553,56,Викиновости,Учёный НАСА Джон Мэтер — лауреат Нобелевской премии по физике 2006 года
554,56,Викиновости,Убита известная российская журналистка Анна Политковская
555,56,Викиновости,Новый флаг для Люксембурга?
556,56,Викиновости,Рейтинг лучших высших учебных заведений
557,56,Викиновости,Ядерные испытания в Северной Корее
558,56,Викиновости,Николай Жердев оформил дубль
559,56,Викиновости,Путин прибыл в Дрезден
560,56,Викиновости,Аэропорту «Шереметьево» серьёзно угрожают мусорные птицы
561,56,Викиновости,Депутаты Госдумы будут ежедневно фотографироваться для выявления прогульщиков
562,56,Викиновости,Льюис Хэмилтон побеждает на Гран-при Канады
563,56,Викиновости,Начался сезон Work&Travel USA
564,1,"""Частный корреспондент""",17727 Apple стала Microsoft
565,226,"""Частный корреспондент"" - новости",14493 Channel 4 сменил директора
566,226,"""Частный корреспондент"" - новости",22979 Доллар обновил трёхгодовой минимум
567,184,Блоги,"0000750 Как заставить флэш-ролик, встроенный в exe, работать через прокси?"
568,184,Блоги,0000856 Ленивая квантовая волна-частица
569,184,Блоги,0001611 GUI для Haskell
570,184,Блоги,qkowlew.livejournal.com
571,184,Блоги,0000307 Я в ЖЖ.
572,184,Блоги,0000964 Совсем изредка я пишу стихи...
573,184,Блоги,0001541 Хочу невозможного. Микротерминал а-ля Псион.
574,184,Блоги,fregimus.livejournal.com
575,226,"""Частный корреспондент"" - новости",20924 Догнать и перегнать
576,226,"""Частный корреспондент"" - новости",15300 Берегитесь лифта
577,226,"""Частный корреспондент"" - новости",11475 Водке кризис нипочём
578,1,"""Частный корреспондент""",18737 Программирование как хобби
579,1,"""Частный корреспондент""",16156 Facebook уничтожит всех? 
580,1,"""Частный корреспондент""",20856 Facebook vs. Google
581,1,"""Частный корреспондент""",18502 Facebook vs. «ВКонтакте»
582,184,Блоги,pvphome.livejournal.com
583,184,Блоги,pe3yc.livejournal.com
584,184,Блоги,arilou.livejournal.com
585,184,Блоги,kkirsanov.livejournal.com
586,184,Блоги,tarbozaurus.livejournal.com
587,184,Блоги,fantaseour.livejournal.com
588,1,"""Частный корреспондент""",08384 Недобуква
589,56,Викиновости,2011 год объявлен Годом Тукая в странах ТЮРКСОЙ
590,56,Викиновости,Марк Уэббер побеждает на Гран-при Испании
591,56,Викиновости,Огромный лесной пожар в Ивановской области
592,56,Викиновости,Рейтинг самых высокооплачиваемых топмоделей Forbes 2010
593,226,"""Частный корреспондент"" - новости",Обама приглашает в НАТО
594,226,"""Частный корреспондент"" - новости",14299 Кроссворды защищают мозг
595,226,"""Частный корреспондент"" - новости",03967 Лондонцы сделали мюзикл «Обамамания» 
596,226,"""Частный корреспондент"" - новости",19925 Юбилей домена .SU
597,226,"""Частный корреспондент"" - новости",23171 Авиация НАТО атаковала резиденцию Каддафи
598,184,Блоги,ajvol2.livejournal.com
599,184,Блоги,naglaya-ryjaya.livejournal.com
600,184,Блоги,mashenic.livejournal.com/
601,184,Блоги,butko.livejournal.com
602,184,Блоги,l-i-d-y-a.livejournal.com
603,184,Блоги,happy-mystx.livejournal.com
604,184,Блоги,yakov-sirotkin.livejournal.com
605,184,Блоги,kika.livejournal.com
606,184,Блоги,dours.livejournal.com
607,184,Блоги,okhrim.livejournal.com
608,184,Блоги,sinhas-chandr.livejournal.com
609,184,Блоги,plove.eveel.ru
610,184,Блоги,dzatochnik.livejournal.com
611,184,Блоги,dmitry-vk.livejournal.com
612,184,Блоги,wolfkeil.livejournal.com
613,184,Блоги,vgiv.livejournal.com
614,184,Блоги,0028473
615,226,"""Частный корреспондент"" - новости",13411 Олимп ТВ
616,226,"""Частный корреспондент"" - новости",20475 Ещё на год
617,226,"""Частный корреспондент"" - новости","18522 Маленькая победа ""Дома-2"""
618,226,"""Частный корреспондент"" - новости",24389 Лондонские беспорядки перекинулись на Ливерпуль и Манчестер
619,226,"""Частный корреспондент"" - новости",09218 Ушли в себя
620,226,"""Частный корреспондент"" - новости",22504 Путём Каддафи
621,226,"""Частный корреспондент"" - новости",14909 Увольнения на CBS
622,226,"""Частный корреспондент"" - новости","19336 Сначала вино, теперь огурцы"
623,226,"""Частный корреспондент"" - новости",23767 Запрет на пиво
624,226,"""Частный корреспондент"" - новости",15859 За Байкал!
625,226,"""Частный корреспондент"" - новости",14751 Завершился приём заявок на Нобелевскую премию 2010 года
626,226,"""Частный корреспондент"" - новости",21098 Посетителям кафе запретили курить
627,1,"""Частный корреспондент""",07549 Google? Это некошерно!
628,1,"""Частный корреспондент""",00352 Google остановили
629,226,"""Частный корреспондент"" - новости",Блогеры указали на странное совпадение имён террористок-смертниц
630,226,"""Частный корреспондент"" - новости",06731 Россияне могут стать совладельцами Facebook
631,226,"""Частный корреспондент"" - новости",13738 Худшая водка - это виски
632,226,"""Частный корреспондент"" - новости",15331 Другая инвалидность
633,184,Блоги,0024252
634,184,Блоги,0021022
635,184,Блоги,0018208
636,184,Блоги,0019293
637,184,Блоги,0019473 к вопросу о школьных сочинениях
638,184,Блоги,0021472
639,184,Блоги,0025427
640,226,"""Частный корреспондент"" - новости",18927 Иранский парламент готов выступить против правительства Ахмадинежада
641,184,Блоги,0018965 шнурок
642,184,Блоги,0022383
643,184,Блоги,0028132 Рига и чуть-чуть Вильнюса
644,184,Блоги,0025999
645,184,Блоги,0027486 крыса
646,226,"""Частный корреспондент"" - новости",24474 Выдвижение Валентины Матвиенко в Совет Федерации затягивается
647,184,Блоги,0016213
648,1,"""Частный корреспондент""","04699 Апрель-апрель, звенит капель"
649,184,Блоги,0021674
650,184,Блоги,0023843
651,184,Блоги,0026788
652,184,Блоги,0022232
653,184,Блоги,0020665
654,184,Блоги,0017837
655,184,Блоги,0015354
656,184,Блоги,0021891
657,184,Блоги,0026558
658,184,Блоги,0017255 хокку
659,184,Блоги,0027890
660,184,Блоги,0018486
661,56,Викиновости,Разрушительное торнадо в Аргентине
662,56,Викиновости,WikiLeaks опубликовали файлы о войне в Ираке
663,56,Викиновости,В Гаити распространяется холера
664,56,Викиновости,Встречаем Ubuntu 10.10 Maverick Meerkat
665,226,"""Частный корреспондент"" - новости",01469 В два раза больше ветра
666,226,"""Частный корреспондент"" - новости",23080 Единороссы расширяют зону влияния
667,226,"""Частный корреспондент"" - новости",24265 Эксперты описали два варианта будущего России — плохой и ещё хуже
668,184,Блоги,0049912 Круг чтения
669,184,Блоги,"1717214 Кризис Пиздеца, хроники"
670,226,"""Частный корреспондент"" - новости","03631 «Роснано» инвестирует 7,5 млрд рублей в поликремний"
671,1,"""Частный корреспондент""",18086 Александр Акопов: «Всемирное враньё закончилось»
672,226,"""Частный корреспондент"" - новости",21844 Рубль готовится к росту
673,226,"""Частный корреспондент"" - новости",Грецию спасут
674,226,"""Частный корреспондент"" - новости",15877 Неуязвимый БАК
675,184,Блоги,0270161 Вторая поправка
676,184,Блоги,0127168 нам 3 месяца
677,1,"""Частный корреспондент""",02875 А о кризисе не думали
678,226,"""Частный корреспондент"" - новости","16313 Отзывы ""друзей"""
679,226,"""Частный корреспондент"" - новости",21294 В столицу частично вернутся ларьки и киоски
680,226,"""Частный корреспондент"" - новости",20466 Разговор по понятиям
681,226,"""Частный корреспондент"" - новости",17229 Пиратов отпустили
682,226,"""Частный корреспондент"" - новости",Сталин и К
683,226,"""Частный корреспондент"" - новости",21413 В России представили новую версию «бабушкофона»
684,56,Викиновости,Вечером 29 ноября WikiLeaks опубликует миллионы секретных файлов
685,56,Викиновости,Россия примет у себя Чемпионат мира по футболу 2018 года
686,56,Викиновости,Интернет камеры
687,56,Викиновости,США ограничили программу бесплатных электронных налоговых платежей
688,56,Викиновости,«Гугл» удалил БМВ из результатов поиска
689,56,Викиновости,Выступление Маккейна на конференции по безопасности в Мюнхене
690,56,Викиновости,Экипаж МКС совершил выход в открытый космос
691,56,Викиновости,Мюнхенская конференция по безопасности
692,56,Викиновости,Матч Топалов — Крамник
693,56,Викиновости,Страны ЕС договорились о льготах по налогу на добавленную стоимость
694,226,"""Частный корреспондент"" - новости",08971 Повезло с губернатором
695,226,"""Частный корреспондент"" - новости",12749 На берегу Женевского озера появится музей Чарли Чаплина
696,226,"""Частный корреспондент"" - новости","05478 ""Ночь в музее"" сдвинули"
697,226,"""Частный корреспондент"" - новости","21319 ""Сто сторон"""
698,56,Викиновости,Взята под стражу управляющая Приморским отделением Сбербанка России Людмила Феофанова
699,56,Викиновости,Гюнтер Грасс: «Угроза переинформации»
700,56,Викиновости,Россия и Америка создают новые пилотируемые корабли
701,56,Викиновости,Британская оппозиция исключила снижение налогов из числа приоритетов
702,56,Викиновости,Промежуточный доклад Марти о тайных операциях ЦРУ
703,56,Викиновости,Инициативу введения общеевропейского налога назвали абсурдной и опасной
704,56,Викиновости,Правовой спор вокруг хакера Трона
705,56,Викиновости,«Гугл» в Китае
706,184,Блоги,0046053 странно
707,184,Блоги,0019284
708,184,Блоги,"0033125 лытдыбер, примерно компутерное"
709,184,Блоги,0004834 физкультура
710,184,Блоги,0014965 тест-драйв
711,184,Блоги,"0028126 Пикейно-жилетное, оно же китайско-нобелевское."
712,184,Блоги,0012853 навеяно рекламой кредиток:
713,184,Блоги,0000262 Сила иллюзий
714,184,Блоги,0004735 Can/Can't
715,226,"""Частный корреспондент"" - новости",23706 США склоняют Германию и Польшу к участию в ливийском конфликте
716,226,"""Частный корреспондент"" - новости",17285 Болеть россиянам не по карману
717,226,"""Частный корреспондент"" - новости",01274 На Марсе найден ледник
718,226,"""Частный корреспондент"" - новости",16891 Скончался Аркадий Бартов
719,184,Блоги,0013607
720,184,Блоги,0006444
721,184,Блоги,0015501
722,184,Блоги,0009359 Клубы по интересам
723,184,Блоги,0015692 Тюмень и тюменщики
724,184,Блоги,0013949 Борис Стругацкий о воспитании
725,184,Блоги,0015914 Геродот
726,1,"""Частный корреспондент""",00662 Google обгоняет Яндекс?
727,184,Блоги,0001171 Ничего и не терялось?
728,184,Блоги,0001385 Возможности без границ
729,226,"""Частный корреспондент"" - новости",07557 Бритни Спирс превратит «Олимпийский» в цирк
730,184,Блоги,0000683 Какалавры
731,184,Блоги,0000788 Боженька
732,226,"""Частный корреспондент"" - новости",20268 Чавес пригласил в гости Кастро
733,184,Блоги,0002707 Грустно
734,226,"""Частный корреспондент"" - новости",Власти хотят засекретить информацию о борьбе с терроризмом
735,184,Блоги,0005523 О вечных вопросах.
736,184,Блоги,0002932 Неспокойствие.
737,226,"""Частный корреспондент"" - новости",14056 Робосекс
738,226,"""Частный корреспондент"" - новости",14366 Американцев удалось дожать
739,226,"""Частный корреспондент"" - новости",18867 Учёные предрекают скорый перегрев планеты
740,184,Блоги,0001163 R.I.P.
741,226,"""Частный корреспондент"" - новости",Nokia заставят уважать русский язык
742,184,Блоги,0005744
743,226,"""Частный корреспондент"" - новости",14081 Вот перед нами лежит Эльдорадо
744,184,Блоги,"0010766 ""Он был!"", а также другие исследования"
745,226,"""Частный корреспондент"" - новости",Facebook не купил Twitter
746,226,"""Частный корреспондент"" - новости",20757 Когда лучшее враг хорошего
747,226,"""Частный корреспондент"" - новости",21710 Не убудет
748,226,"""Частный корреспондент"" - новости",21299 Названы самые быстрорастущие социальные сети Рунета
749,226,"""Частный корреспондент"" - новости",23174 Названы крупнейшие рекламодатели Рунета за 2010 год
750,226,"""Частный корреспондент"" - новости",17134 МТС собирается сотрудничать с Twitter
751,184,Блоги,0007218 Усмешка Плутарха
752,226,"""Частный корреспондент"" - новости",YouTube занялся журналистикой
753,56,Викиновости,Северо-восток США накрыло жарой
754,56,Викиновости,Шестеро детей из лагеря «Азов» утонули вместе с воспитателем
755,226,"""Частный корреспондент"" - новости",16612 Facebook планирует обосноваться в мобильниках российских пользователей
756,56,Викиновости,ООН закрыла представительство в Коломбо
757,226,"""Частный корреспондент"" - новости",19666 Ларри Кинга на CNN заменит человек Мёрдока
758,56,Викиновости,Производители ноутбуков договорились о едином зарядном устройстве
759,226,"""Частный корреспондент"" - новости",Facebook вступился за Эво Моралеса
760,56,Викиновости,Испания выиграла чемпионат мира по футболу
761,226,"""Частный корреспондент"" - новости",06925 Санкт-Петербург празднует 306-летие 
762,56,Викиновости,Опубликован рейтинг конфликтности российских министерств
763,226,"""Частный корреспондент"" - новости","10940 Мамаша, не курите!"
764,56,Викиновости,В США представлен документальный фильм об угрозе ядерной катастрофы
765,226,"""Частный корреспондент"" - новости","15617 Американские физики не исключают, что им удалось нащупать тёмную материю"
766,226,"""Частный корреспондент"" - новости",23662 «Эпоха протеста»
767,226,"""Частный корреспондент"" - новости",16795 Чего боятся женщины?
768,56,Викиновости,Президент Башкортстана Муртаза Рахимов ушёл в отставку
769,226,"""Частный корреспондент"" - новости",11147 МГУ так и не вошёл в первую сотню лучших вузов мира
770,184,Блоги,0011203 Одиноки ли во Вселенной маленькие зелёные человечки?
771,226,"""Частный корреспондент"" - новости",15666 Не стало Юрия Степанова
772,226,"""Частный корреспондент"" - новости",Symbian раскрылась
773,226,"""Частный корреспондент"" - новости",18302 Администрация «Шереметьева»: «Столичные власти блокировали аэропорт ради раскрутки «Внукова»
774,226,"""Частный корреспондент"" - новости",17233 Снова больше 30
775,184,Блоги,0004517 Это фантастика
776,184,Блоги,0010058 Мы все умрём?
777,184,Блоги,0005805 Дело о потерянном Скайпе
778,226,"""Частный корреспондент"" - новости",19432 «Вконтакте» — «Одноклассники» — 1:1
779,56,Викиновости,В Саудовской Аравии женщины протестуют против запрета на вождение автомобилей
780,56,Викиновости,Авиакатастрофа самолёта Christen Eagle II в Польше
781,56,Викиновости,Американцы умирают раньше жителей других развитых стран
782,56,Викиновости,Авиакатастрофа Ту-134 в Карелии
783,56,Викиновости,Авиакатастрофа вертолёта в Андорре: выжил только один человек
784,56,Викиновости,Материалы сайта губернатора Свердловской области стали доступны на условиях свободных лицензий
785,56,Викиновости,Кубок Стэнли закончился победой «Бостон Брюинз» и беспорядками в Ванкувере
786,56,Викиновости,Сирийские войска продолжают наступление
787,56,Викиновости,Кыргызстан и Таджикистан провели совместные военные маневры
788,56,Викиновости,В Нижнем Новгороде будет открыт «живой» институт
789,56,Викиновости,«Афганский» план президента Обамы
790,56,Викиновости,Преступники обманули Министерство финансов США на 200 тыс. долларов
791,184,Блоги,0006847 Уж эти мне поэты
792,184,Блоги,0008642 Пятиминутка ненависти
793,226,"""Частный корреспондент"" - новости",19684 18 человек погибли в результате взрыва во Владикавказе
794,226,"""Частный корреспондент"" - новости",18294 Рубль продолжает слабеть
795,184,Блоги,"0254482 О корректности ""цитирования"""
796,226,"""Частный корреспондент"" - новости",Визит подсудимого
797,226,"""Частный корреспондент"" - новости",Допинга не было
798,226,"""Частный корреспондент"" - новости",22285 «Чисто по-женски»
799,184,Блоги,"0754287 Мышцы, связки..."
800,184,Блоги,0129014 Праздник грядёт...
801,184,Блоги,0647351 Ссылки
802,184,Блоги,0821752 Queen в Харькове 12 сентября
803,1,"""Частный корреспондент""",14171 Литературный календарь майя
804,184,Блоги,"0331740 Куда конь с копытом, туда и я..."
805,184,Блоги,0149437 Еще об израильском спорте: сторонникам теорий заговора
807,184,Блоги,0041778 Восспоминания о фестивале языков
808,184,Блоги,0137502
809,184,Блоги,0030684 Солнце
810,184,Блоги,0105827 литература
811,184,Блоги,0202516 Когда я был маленьким.
812,184,Блоги,0009060 Another piece of experience
813,184,Блоги,"0009890 ""Да будет свет"" сказал монтер"
814,184,Блоги,0088037 Back to the US...! back to the US...! back to the USSR!
815,184,Блоги,0069872 Почему выживают только параноики
816,184,Блоги,0095462 Деловой Интернет: три ошибки
817,184,Блоги,0154325 Из всех искусств для нас важнейшим является «Кино»
818,184,Блоги,0137686 Вася и Петя среди нас
819,184,Блоги,0010732 Насколько эффективен спам?
820,184,Блоги,0005996 Пиппеац
821,184,Блоги,0008038 Призраки не (совсем) моего прошлого... 
822,184,Блоги,0002899 Старый вид серфинга
823,1,"""Частный корреспондент""",21278 In memoriam. Белла Ахмадулина
824,1,"""Частный корреспондент""",03197 Google Inside
825,226,"""Частный корреспондент"" - новости",20899 Представителей СМИ могут сделать «неприкосновенными»
826,226,"""Частный корреспондент"" - новости","14810 Больше книг, хороших и разных"
827,226,"""Частный корреспондент"" - новости",02573 Большой театр отменил премьеру из-за кризиса
828,226,"""Частный корреспондент"" - новости",14574 Заложил соседа
829,226,"""Частный корреспондент"" - новости",22795 Названы самые дефицитные медицинские специальности
830,806,Художественная литература,"Пушкин, Александр Сергеевич"
831,806,Художественная литература,Повести покойного Ивана Петровича Белкина
832,806,Художественная литература,Выстрел
833,226,"""Частный корреспондент"" - новости",13477 Горькая правда или своевременная ложь?
834,226,"""Частный корреспондент"" - новости",20260 В Стокгольме открылась Нобелевская неделя — 109-я по счёту
835,1,"""Частный корреспондент""",13086 Google спасает рынок бумажных книг
836,56,Викиновости,Льюис Хэмилтон побеждает на Гран-при Турции
837,56,Викиновости,Татарстану исполнилось 90 лет
838,226,"""Частный корреспондент"" - новости",24482 Минкультуры просит Юрия Чайку вмешаться в судьбу «Архангельского» 
839,56,Викиновости,В Ставрополе совершён теракт
840,56,Викиновости,Уволенные работники лесопромышленных предприятий в Иркутской области собираются объявить голодовку и
841,226,"""Частный корреспондент"" - новости",18101 Dell внедрит Chrome OS на свои нетбуки
842,56,Викиновости,Бессрочная голодовка Михаила Ходорковского
843,56,Викиновости,Марк Уэббер побеждает на Гран-при Монако
844,56,Викиновости,Видные деятели Азербайджана награждены орденом Русской Православной церкви Славы и Чести третьей сте
845,226,"""Частный корреспондент"" - новости",13475 Время вышло
846,226,"""Частный корреспондент"" - новости",20963 Дети до 18 не обслуживаются
847,226,"""Частный корреспондент"" - новости",12748 Всех напоим
848,1,"""Частный корреспондент""",13426 Почему я дура?
849,226,"""Частный корреспондент"" - новости","Здравствуй, папа!"
850,226,"""Частный корреспондент"" - новости",23869 Юрий Любимов покидает Таганку
851,226,"""Частный корреспондент"" - новости",22489 Доку Умаров выпустил «весеннее» видеообращение
852,226,"""Частный корреспондент"" - новости",13280 Скончался писатель Пётр Вайль
853,226,"""Частный корреспондент"" - новости","ЖЖ сломался, LJ выстоял"
854,226,"""Частный корреспондент"" - новости",16343 В России создан научно-образовательный центр «Информационные технологии освоения шельфа»
855,226,"""Частный корреспондент"" - новости",17307 Office 2010 уже в продаже
856,226,"""Частный корреспондент"" - новости",22276 Москвичи больше других недовольны медобслуживанием
857,226,"""Частный корреспондент"" - новости",09975 Культурная некультура
858,226,"""Частный корреспондент"" - новости",15832 Где разместить отечественную Кремниевую долину?
859,226,"""Частный корреспондент"" - новости",23852 Горе от ума
860,1,"""Частный корреспондент""",18855 Жара. BDSM-хоррор
861,184,Блоги,0127416 Хаскелл и ассоциативный массив
862,184,Блоги,0132216 Флэшовые сайты.
863,1,"""Частный корреспондент""",11128 Умница Mr. Freeman
864,184,Блоги,0078721 Практика веб разработки.
865,184,Блоги,0131734 Яндекс блоги стали похожи на непроходимый твиттер
866,184,Блоги,0022138
867,184,Блоги,0063759
868,184,Блоги,0010775 велик
869,184,Блоги,0030618 За окном
870,1,"""Частный корреспондент""",21310 У одной женщины умер муж
871,184,Блоги,0003613 Близится день Космонавтики
872,184,Блоги,0161715 Про ценности
873,184,Блоги,0035064 10 лет вместе
874,184,Блоги,0162119 Открытый чан
875,1,"""Частный корреспондент""",11959 Об ответственности интеллектуала перед средой обитания
876,184,Блоги,0156284 театральное
877,184,Блоги,"0105328 Кому я должен, всем прощаю =("
878,184,Блоги,0017825 нам 8 месяцев
879,184,Блоги,0055624 Публикация
880,184,Блоги,0040345 Иже херувимы
881,184,Блоги,0043840 кто тут интересовался понятием кармы?
882,226,"""Частный корреспондент"" - новости",18057 Три минуты назад Россия сократила поставки газа в Белоруссию
883,184,Блоги,0118667 current music
884,226,"""Частный корреспондент"" - новости",13236 Снято с продажи
885,184,Блоги,0059376 повседневное
886,226,"""Частный корреспондент"" - новости",20077 Вперёд Батьки
887,226,"""Частный корреспондент"" - новости",18494 Exxon Mobile интресуется BP
888,184,Блоги,0140292 1 сентября
889,226,"""Частный корреспондент"" - новости",20888 Что нам стоит 1300 домов построить?
890,226,"""Частный корреспондент"" - новости",YouTube отмечает первый юбилей
891,226,"""Частный корреспондент"" - новости",22039 Власти Украины потеряли мэра Киева
